4930,5990.37
4930,22000
4930,5500
4930,0.61
4930,123.7
4930,33.76
4931,900
4931,22.14
4931,163.03
4931,826.78
4931,219.8
4931,205.68
4931,221.74
4931,12800
4931,13800
4931,1316.75
4931,289.99
62881,192.65
62881,200
62881,80.06
62881,28050
62881,226.12
62881,119.66
62881,90
62881,48.07
62881,70
62881,24
62881,60
62881,60
62881,30.29
62881,52.58
62881,4200
62881,1088.49
62881,223.57
62881,964.49
62881,1186.08
62881,1348.49
62881,415.94
62881,210
64960,5190.29
64960,158.77
64960,161.54
64960,97.73
64960,123.05
64960,171.37
64960,13312.6
64960,73.92
64960,37.05
64960,8000
64960,713.17
64960,1829.39
66179,46.79
66179,54.61
66179,176.4
66179,355.69
66179,363.12
66179,370.55
66179,378.24
66179,242.82
66179,207.82
66179,150
66179,150
66179,213.07
66179,120.05
66179,136.31
66179,45.22
66179,159.2
66179,40
66179,238.02
66179,189.99
66179,100.03
66179,8.45
66179,56.4
66179,56.4
66179,65.4
66179,34.1
66179,56.4
66179,3800
66179,171.77
66179,100
66179,56.4
66828,48.8
66828,1350.27
66828,1530.17
66828,1528.39
66828,827.39
66828,1426.17
66828,24.11
66828,35.17
66828,1169.39
66828,5000
66828,5900
67138,43.4
67138,58.91
67138,43.4
67138,45.58
67138,3862.2
67138,7500
67138,6000
67138,234.06
67312,143.64
67312,200
67312,266.74
67312,146
67312,172.2
67312,100
67312,2800
67312,1120.39
67312,272.02
67312,235
67312,50
67312,70
67312,324.01
67312,100
67312,1244.17
67312,545.76
67312,467.78
67312,250.03
67312,262.4
67312,209.92
67312,66.91
67312,65
67312,21.3
67312,28
67312,39
67312,33
67312,11.5
67312,14
67312,74
67312,23
67312,8
67312,19
67312,29.49
67312,1049
67312,15
67312,7.9
67312,48
67312,30
67312,1898.39
69871,4.6
69871,95
69871,618.2
69871,104.9
69871,43.4
69871,550.49
69871,95
69871,95
69871,43.4
69871,95
69871,47.04
69871,213.9
69871,229.02
69871,267.77
69871,173.38
69871,191.85
69871,230
72442,95
72442,58.5
72912,230.31
72912,201.43
72912,223.67
72912,2000
72912,311
73424,179.4
73424,110.01
73424,11951.7
73424,206.67
73424,509.98
73424,147.68
73424,80
73424,65.86
73424,50.74
73424,34.42
73424,66.3
73424,44.11
73424,89.65
73424,655
73433,314
73433,2824.25
73433,110.38
73433,241
73433,64.01
73433,102.4
73433,103.28
73433,37
73434,1219.3
73434,50.31
73434,278.87
73434,52.75
73434,49.65
73434,39.22
73434,44.81
73434,259.82
73437,311.31
73437,276
73437,477.15
73437,255.92
73437,365.71
73437,580.92
73437,158.98
73437,45.7
73437,161.96
73437,71.84
73437,20.08
73437,80.98
73437,66.3
73437,73.1
73437,48.8
73437,320
73437,7697.16
73441,57.1
73441,200
73441,200
73441,256.05
73441,200
73441,200
73441,200
73441,200
73441,200.07
73441,200
73441,106.1
73441,19.9
73441,33.4
73441,98.9
73441,17.6
73441,103.4
73441,65.78
73458,2413.19
73458,612.41
73458,990.06
73458,52.75
73458,60.72
73463,100
73463,153.34
73463,149.86
73463,236.14
73463,167.12
73463,193.29
73463,228.25
73463,165.75
73463,31.3
73463,41.08
73463,26.4
73463,24.31
73463,30.84
73463,35.24
73463,41.55
73463,49.23
73463,49.33
73463,51.9
73463,50.4
73463,56.8
73463,174.8
73463,35
73463,150
73463,142
73463,173.2
73463,153
73463,4
73463,8
73466,864.16
73466,1024.2
73466,21.45
73466,478.38
73466,1347
73466,176.06
73466,202.78
73466,120
73466,150.66
73466,124.04
73466,219.19
73466,39
73466,787.92
73466,98
73466,74.8
73466,91.28
73466,69.5
73466,2000
73466,199.72
